huespedes,dormitorios,camas,baños,precio_eur,valoracion,alojamiento,limpieza,llegada_autonoma,ubicacion_fantastica,wifi,cocina,lavadora,aire,secador,frigorifico,ciudad,nombre,urls
2,0,1,1,70,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Tranquilo estudio en Cava Baja,https://www.airbnb.es/rooms/27893584?adults=1&children=0&infants=0&check_in=2022-08-12&check_out=2022-08-14&previous_page_section_name=1000&federated_search_id=b1128ab6-d356-41df-87fe-f44c742a9004
6,2,2,2,120,4.7,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,No cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Tranquilo estudio en Cava Baja,https://www.airbnb.es/rooms/27893584?adults=1&children=0&infants=0&check_in=2022-08-12&check_out=2022-08-14&previous_page_section_name=1000&federated_search_id=b1128ab6-d356-41df-87fe-f44c742a9004
6,2,4,1,110,4.48,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Tranquilo estudio en Cava Baja,https://www.airbnb.es/rooms/27893584?adults=1&children=0&infants=0&check_in=2022-08-12&check_out=2022-08-14&previous_page_section_name=1000&federated_search_id=b1128ab6-d356-41df-87fe-f44c742a9004
3,1,2,1,55,4.85,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"**Studio Centre-Live-In Atocha-WiFi,A/C **",https://www.airbnb.es/rooms/20814789?adults=1&children=0&infants=0&check_in=2022-07-15&check_out=2022-07-17&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,4,4,2,130,4.81,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"**Studio Centre-Live-In Atocha-WiFi,A/C **",https://www.airbnb.es/rooms/20814789?adults=1&children=0&infants=0&check_in=2022-07-15&check_out=2022-07-17&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,3,4,1,115,4.98,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,"**Studio Centre-Live-In Atocha-WiFi,A/C **",https://www.airbnb.es/rooms/20814789?adults=1&children=0&infants=0&check_in=2022-07-15&check_out=2022-07-17&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,1,1,18,4.0,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,Frigorífico,Madrid,"Bonita habitación en La latina, para dos o una persona",https://www.airbnb.es/rooms/24889247?adults=1&children=0&infants=0&check_in=2022-09-02&check_out=2022-09-04&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,2,2,120,4.7,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,No cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"Bonita habitación en La latina, para dos o una persona",https://www.airbnb.es/rooms/24889247?adults=1&children=0&infants=0&check_in=2022-09-02&check_out=2022-09-04&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,2,4,1,99,3.9,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"Bonita habitación en La latina, para dos o una persona",https://www.airbnb.es/rooms/24889247?adults=1&children=0&infants=0&check_in=2022-09-02&check_out=2022-09-04&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,1,1,50,4.0,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,hermoso apartamento en pleno corazón de Madrid🏡,https://www.airbnb.es/rooms/505914361964560427?adults=1&children=0&infants=0&check_in=2022-11-11&check_out=2022-11-13&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,4,1,90,4.73,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,No Aire acondicionado,Secador de pelo,Frigorífico,Madrid,hermoso apartamento en pleno corazón de Madrid🏡,https://www.airbnb.es/rooms/505914361964560427?adults=1&children=0&infants=0&check_in=2022-11-11&check_out=2022-11-13&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,3,3,1,80,4.67,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,hermoso apartamento en pleno corazón de Madrid🏡,https://www.airbnb.es/rooms/505914361964560427?adults=1&children=0&infants=0&check_in=2022-11-11&check_out=2022-11-13&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,2,1,55,4.93,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"<<Studio Centre-Live-In-Atocha-WIFI,A/C>>",https://www.airbnb.es/rooms/46723729?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,2,3,1,130,4.85,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"<<Studio Centre-Live-In-Atocha-WIFI,A/C>>",https://www.airbnb.es/rooms/46723729?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,3,3,1,65,4.43,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,"<<Studio Centre-Live-In-Atocha-WIFI,A/C>>",https://www.airbnb.es/rooms/46723729?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,2,1,55,4.83,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,"<Studio Centre-Live-In-Atocha-WIFI,A/C>",https://www.airbnb.es/rooms/46723070?adults=1&children=0&infants=0&check_in=2022-06-24&check_out=2022-06-26&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
7,2,6,1,150,4.53,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"<Studio Centre-Live-In-Atocha-WIFI,A/C>",https://www.airbnb.es/rooms/46723070?adults=1&children=0&infants=0&check_in=2022-06-24&check_out=2022-06-26&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,3,1,69,4.43,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,"<Studio Centre-Live-In-Atocha-WIFI,A/C>",https://www.airbnb.es/rooms/46723070?adults=1&children=0&infants=0&check_in=2022-06-24&check_out=2022-06-26&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,1,1,41,4.61,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Hab. Doble junto al Prado/Atocha/Cortes,https://www.airbnb.es/rooms/28003483?adults=1&children=0&infants=0&check_in=2022-05-13&check_out=2022-05-15&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,4,2,185,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Hab. Doble junto al Prado/Atocha/Cortes,https://www.airbnb.es/rooms/28003483?adults=1&children=0&infants=0&check_in=2022-05-13&check_out=2022-05-15&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,2,2,1,100,4.5,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Hab. Doble junto al Prado/Atocha/Cortes,https://www.airbnb.es/rooms/28003483?adults=1&children=0&infants=0&check_in=2022-05-13&check_out=2022-05-15&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
1,1,1,1,18,4.64,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Habitación Económica,https://www.airbnb.es/rooms/51978325?adults=1&children=0&infants=0&check_in=2022-04-08&check_out=2022-04-10&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,6,1,130,4.0,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Habitación Económica,https://www.airbnb.es/rooms/51978325?adults=1&children=0&infants=0&check_in=2022-04-08&check_out=2022-04-10&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,2,1,1,88,4.14,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Habitación Económica,https://www.airbnb.es/rooms/51978325?adults=1&children=0&infants=0&check_in=2022-04-08&check_out=2022-04-10&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,1,3,1,94,4.64,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,HABITACION PRIVADA MADRID CENTRO,https://www.airbnb.es/rooms/49409226?adults=1&children=0&infants=0&check_in=2022-07-01&check_out=2022-07-03&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,3,5,2,105,4.88,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,HABITACION PRIVADA MADRID CENTRO,https://www.airbnb.es/rooms/49409226?adults=1&children=0&infants=0&check_in=2022-07-01&check_out=2022-07-03&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,1,1,45,4.82,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,No Aire acondicionado,No Secador de pelo,Frigorífico,Madrid,Estudio en Atocha,https://www.airbnb.es/rooms/44583953?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,3,4,2,170,4.68,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Estudio en Atocha,https://www.airbnb.es/rooms/44583953?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,3,3,1,64,4.7,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Estudio en Atocha,https://www.airbnb.es/rooms/44583953?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,1,1,35,4.86,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Fantástica habitación y saloncito en Pleno Centro,https://www.airbnb.es/rooms/3143400?adults=1&children=0&infants=0&check_in=2022-06-03&check_out=2022-06-05&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,3,2,230,4.65,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Fantástica habitación y saloncito en Pleno Centro,https://www.airbnb.es/rooms/3143400?adults=1&children=0&infants=0&check_in=2022-06-03&check_out=2022-06-05&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,4,2,101,4.0,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Fantástica habitación y saloncito en Pleno Centro,https://www.airbnb.es/rooms/3143400?adults=1&children=0&infants=0&check_in=2022-06-03&check_out=2022-06-05&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,0,2,1,29,3.87,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,No Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Práctico mini estudio en Malasaña,https://www.airbnb.es/rooms/46812163?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,4,1,209,4.0,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Práctico mini estudio en Malasaña,https://www.airbnb.es/rooms/46812163?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,1,2,1,101,4.87,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Práctico mini estudio en Malasaña,https://www.airbnb.es/rooms/46812163?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
3,1,2,1,60,4.84,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"♥City centre, walking distance to all landmarks!!!",https://www.airbnb.es/rooms/26241209?adults=1&children=0&infants=0&check_in=2022-10-07&check_out=2022-10-09&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,3,5,2,175,4.91,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,"♥City centre, walking distance to all landmarks!!!",https://www.airbnb.es/rooms/26241209?adults=1&children=0&infants=0&check_in=2022-10-07&check_out=2022-10-09&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,2,4,1,115,4.87,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,"♥City centre, walking distance to all landmarks!!!",https://www.airbnb.es/rooms/26241209?adults=1&children=0&infants=0&check_in=2022-10-07&check_out=2022-10-09&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,1,1,43,4.86,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,No cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Habitación en pleno corazón de Madrid. Junto a Sol,https://www.airbnb.es/rooms/33464809?adults=1&children=0&infants=0&check_in=2022-11-04&check_out=2022-11-06&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,1,2,2,73,4.38,Habitación privada,No Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Habitación en pleno corazón de Madrid. Junto a Sol,https://www.airbnb.es/rooms/33464809?adults=1&children=0&infants=0&check_in=2022-11-04&check_out=2022-11-06&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,3,5,2,133,4.93,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Habitación en pleno corazón de Madrid. Junto a Sol,https://www.airbnb.es/rooms/33464809?adults=1&children=0&infants=0&check_in=2022-11-04&check_out=2022-11-06&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
1,1,1,1,15,4.72,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,No Secador de pelo,Frigorífico,Madrid,Como en tu casa (How In Your Home ),https://www.airbnb.es/rooms/18947443?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
7,2,5,2,185,4.78,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Como en tu casa (How In Your Home ),https://www.airbnb.es/rooms/18947443?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,3,3,2,69,4.46,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Como en tu casa (How In Your Home ),https://www.airbnb.es/rooms/18947443?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,1,1,21,4.55,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,H-habitación doble grande con baño privado,https://www.airbnb.es/rooms/35415776?adults=1&children=0&infants=0&check_in=2022-08-26&check_out=2022-08-28&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,2,2,2,144,4.6,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,H-habitación doble grande con baño privado,https://www.airbnb.es/rooms/35415776?adults=1&children=0&infants=0&check_in=2022-08-26&check_out=2022-08-28&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,3,3,2,106,4.58,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,H-habitación doble grande con baño privado,https://www.airbnb.es/rooms/35415776?adults=1&children=0&infants=0&check_in=2022-08-26&check_out=2022-08-28&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
2,1,1,1,45,4.72,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,No Aire acondicionado,Secador de pelo,Frigorífico,Madrid,✨Comfy Loft~15 min to city centre🚇,https://www.airbnb.es/rooms/51537911?adults=1&children=0&infants=0&check_in=2022-02-18&check_out=2022-02-20&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
5,3,4,2,145,4.5,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,✨Comfy Loft~15 min to city centre🚇,https://www.airbnb.es/rooms/51537911?adults=1&children=0&infants=0&check_in=2022-02-18&check_out=2022-02-20&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
6,3,5,2,107,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,✨Comfy Loft~15 min to city centre🚇,https://www.airbnb.es/rooms/51537911?adults=1&children=0&infants=0&check_in=2022-02-18&check_out=2022-02-20&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
4,1,2,1,50,3.44,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,EdSam WHITE Madrid,https://www.airbnb.es/rooms/48140100?adults=1&children=0&infants=0&check_in=2022-09-09&check_out=2022-09-11&previous_page_section_name=1000&federated_search_id=81c927c0-ae5a-4637-95ef-c9f5bd70196f
